,price_USD,covered_surface_m2,bedrooms,price/m2,bathrooms,latitude,longitude,type_casa,type_departamento,type_ph
1425,85000.0,64.0,2.0,1655.811715041314,1.0,-34.552273,-58.572647,1,0,0
1426,115000.0,87.0,3.0,1655.811715041314,1.0,-34.55052,-58.5649,0,0,1
1427,140000.0,200.0,4.0,1655.811715041314,2.0,-34.55431,-58.570183,1,0,0
1428,79000.0,125.0,2.0,1655.811715041314,2.0,-34.55769,-58.56416,1,0,0
1429,85000.0,49.0,2.0,1655.811715041314,1.0,-34.55319,-58.55952,0,0,1
1430,90000.0,37.0,1.0,1655.811715041314,1.0,-34.55244,-58.55616,0,1,0
1431,75000.0,48.0,1.0,1655.811715041314,1.0,-34.55256,-58.55873,0,1,0
1432,450000.0,290.0,5.0,1655.811715041314,5.0,-34.55204,-58.55716,1,0,0
1433,62000.0,70.0,2.0,1655.811715041314,1.0,-34.55291,-58.56825,0,0,1
1434,165000.0,139.0,4.0,1655.811715041314,2.0,-34.549187,-58.56244,0,0,1
1435,140000.0,80.0,2.0,1655.811715041314,1.0,-34.55251,-58.56243,0,0,1
1436,65000.0,40.0,1.0,1655.811715041314,1.0,-34.55798,-58.56256,0,1,0
1437,45000.0,27.0,0.0,1655.811715041314,1.0,-34.552513,-58.556435,0,1,0
1438,318000.0,230.0,4.0,1655.811715041314,2.0,-34.549236,-58.55882,1,0,0
1439,170000.0,75.0,3.0,1655.811715041314,2.0,-34.55264,-58.560658,1,0,0
1440,590000.0,400.0,8.0,1655.811715041314,1.0,-34.55352,-58.55945,1,0,0
1441,110000.0,50.0,1.0,1655.811715041314,1.0,-34.55058,-58.55906,0,1,0
1442,88000.0,145.0,4.0,1655.811715041314,2.0,-34.56051,-58.56581,1,0,0
1443,110000.0,99.0,3.0,1655.811715041314,2.0,-34.550663,-58.5743,0,0,1
1444,113000.0,73.0,2.0,1655.811715041314,1.0,-34.54924,-58.55882,0,1,0
1445,73000.0,54.0,1.0,1655.811715041314,1.0,-34.556385,-58.562336,0,1,0
1446,160000.0,86.0,2.0,1655.811715041314,2.0,-34.550575,-58.559055,0,1,0
1447,155000.0,165.0,4.0,1655.811715041314,2.0,-34.555447,-58.57138,1,0,0
1448,350000.0,290.0,5.0,1655.811715041314,2.0,-34.54854,-58.56137,1,0,0
1449,90000.0,77.0,2.0,1655.811715041314,1.0,-34.55059,-58.56097,1,0,0
1450,250000.0,230.0,3.0,1655.811715041314,3.0,-34.54998,-58.55927,1,0,0
1451,159000.0,120.0,3.0,1655.811715041314,1.0,-34.55541,-58.569256,0,0,1
1452,69000.0,42.0,0.0,1655.811715041314,1.0,-34.554665,-58.55929,0,1,0
1453,140000.0,61.0,1.0,1655.811715041314,1.0,-34.554962,-58.558662,0,1,0
1454,160000.0,165.0,4.0,1655.811715041314,2.0,-34.55549,-58.571194,1,0,0
1455,175000.0,86.0,2.0,1655.811715041314,2.0,-34.55039,-58.559086,0,1,0
1456,65000.0,45.0,1.0,1655.811715041314,1.0,-34.55643,-58.56684,0,1,0
1457,245000.0,250.0,3.0,1655.811715041314,3.0,-34.55573,-58.5611,1,0,0
1458,100000.0,43.0,1.0,1655.811715041314,1.0,-34.55258,-58.55854,0,1,0
1459,85000.0,63.0,2.0,1655.811715041314,1.0,-34.550037,-58.566925,0,0,1
1460,165000.0,207.0,4.0,1655.811715041314,2.0,-34.556835,-58.563374,0,0,1
1461,175000.0,217.0,2.0,1655.811715041314,1.0,-34.556076,-58.569866,1,0,0
1462,60000.0,35.0,0.0,1655.811715041314,1.0,-34.557114,-58.5611,0,1,0
1463,250000.0,126.0,3.0,1655.811715041314,1.0,-34.5516,-58.5602,1,0,0
1464,55000.0,75.0,2.0,1655.811715041314,1.0,-34.55689,-58.57097,0,0,1
1465,80000.0,1.0,3.0,1655.811715041314,2.0,-34.56051,-58.56581,0,0,1
1466,68000.0,45.0,1.0,1655.811715041314,1.0,-34.55832,-58.56605,0,0,1
1467,260000.0,180.0,3.0,1655.811715041314,2.0,-34.55419,-58.56121,1,0,0
1468,170000.0,132.0,2.0,1655.811715041314,1.0,-34.55402,-58.558506,1,0,0
1469,95000.0,48.0,1.0,1655.811715041314,1.0,-34.55256,-58.55873,0,1,0
1470,205000.0,100.0,3.0,1655.811715041314,1.0,-34.55256,-58.55873,0,1,0
1471,135000.0,70.0,2.0,1655.811715041314,2.0,-34.55562,-58.5599,1,0,0
1472,115000.0,75.0,2.0,1655.811715041314,1.0,-34.552586,-58.562626,1,0,0
1473,135000.0,90.0,3.0,1655.811715041314,2.0,-34.55141,-58.555782,0,1,0
1474,195000.0,86.0,2.0,1655.811715041314,2.0,-34.55039,-58.559086,0,1,0
1475,250000.0,340.0,5.0,1655.811715041314,5.0,-34.55948,-58.56663,1,0,0
1476,80000.0,55.0,1.0,1655.811715041314,1.0,-34.554394,-58.55979,0,1,0
1477,100000.0,150.0,2.0,1655.811715041314,1.0,-34.55215,-58.56669,1,0,0
1478,210000.0,86.0,3.0,1655.811715041314,1.0,-34.55039,-58.559086,0,1,0
1479,380000.0,350.0,3.0,1655.811715041314,3.0,-34.552174,-58.573948,1,0,0
1480,78000.0,120.0,2.0,1655.811715041314,1.0,-34.55481,-58.57082,0,0,1
1481,130000.0,125.0,3.0,1655.811715041314,2.0,-34.553932,-58.565342,1,0,0
1482,90000.0,140.0,5.0,1655.811715041314,4.0,-34.55955,-58.56328,1,0,0
1483,135000.0,123.0,2.0,1655.811715041314,1.0,-34.5489,-58.56009,1,0,0
1484,128000.0,61.0,1.0,1655.811715041314,1.0,-34.550575,-58.559055,0,1,0
1485,65000.0,65.0,2.0,1655.811715041314,1.0,-34.55032,-58.56831,1,0,0
1486,160000.0,70.0,2.0,1655.811715041314,1.0,-34.554695,-58.559013,0,1,0
1487,50000.0,35.0,1.0,1655.811715041314,1.0,-34.55188,-58.55734,0,1,0
1488,75000.0,45.0,1.0,1655.811715041314,1.0,-34.556347,-58.562386,0,1,0
1489,128000.0,157.0,2.0,1655.811715041314,1.0,-34.56078,-58.56461,1,0,0
1490,67000.0,29.0,0.0,1655.811715041314,1.0,-34.550144,-58.56534,0,1,0
1491,90000.0,95.0,2.0,1655.811715041314,1.0,-34.55245,-58.55715,0,0,1
1492,105000.0,101.0,3.0,1655.811715041314,1.0,-34.553394,-58.57003,1,0,0
1493,101000.0,59.0,1.0,1655.811715041314,2.0,-34.55585,-58.56208,0,1,0
1494,105000.0,59.0,1.0,1655.811715041314,1.0,-34.55585,-58.56208,0,1,0
1495,95000.0,59.0,2.0,1655.811715041314,2.0,-34.55585,-58.56208,0,1,0
1496,95000.0,51.0,1.0,1655.811715041314,1.0,-34.55465,-58.56075,0,1,0
1497,100000.0,58.0,2.0,1655.811715041314,1.0,-34.55465,-58.56075,0,1,0
1498,35000.0,23.0,0.0,1655.811715041314,1.0,-34.549957,-58.565598,0,1,0
1499,55000.0,40.0,1.0,1655.811715041314,1.0,-34.549957,-58.565598,0,1,0
1500,58000.0,42.0,1.0,1655.811715041314,1.0,-34.549957,-58.565598,0,1,0
1501,140000.0,164.0,1.0,1655.811715041314,1.0,-34.549934,-58.565575,0,1,0
1502,60000.0,40.0,1.0,1655.811715041314,1.0,-34.549934,-58.565575,0,1,0
1503,54000.0,35.0,1.0,1655.811715041314,1.0,-34.54999,-58.565556,0,1,0
1504,93000.0,45.0,0.0,1655.811715041314,1.0,-34.550575,-58.559055,0,1,0
1505,48000.0,47.0,1.0,1655.811715041314,1.0,-34.549236,-58.55882,0,1,0
1506,105000.0,116.0,3.0,1655.811715041314,2.0,-34.55007,-58.56542,0,0,1
1507,120000.0,132.0,2.0,1655.811715041314,1.0,-34.55007,-58.56542,0,0,1
1508,50000.0,30.0,1.0,1655.811715041314,1.0,-34.55163,-58.56295,0,1,0
1509,74000.0,41.0,1.0,1655.811715041314,1.0,-34.55372,-58.558887,0,1,0
1510,65000.0,39.0,1.0,1655.811715041314,1.0,-34.55682,-58.56176,0,1,0
1511,140000.0,100.0,3.0,1655.811715041314,1.0,-34.55693,-58.56371,0,0,1
1512,90000.0,100.0,3.0,1655.811715041314,2.0,-34.55716,-58.56495,0,0,1
1513,90000.0,80.0,2.0,1655.811715041314,1.0,-34.55717,-58.56498,0,0,1
1514,140000.0,100.0,2.0,1655.811715041314,1.0,-34.55389,-58.56222,1,0,0
1515,99000.0,150.0,2.0,1655.811715041314,1.0,-34.55334,-58.56795,1,0,0
1516,72000.0,38.0,0.0,1655.811715041314,1.0,-34.553837,-58.559807,0,1,0
1517,85000.0,32.0,0.0,1655.811715041314,1.0,-34.550575,-58.559055,0,1,0
1518,320000.0,200.0,2.0,1655.811715041314,1.0,-34.55074,-58.564037,1,0,0
1519,110000.0,60.0,2.0,1655.811715041314,1.0,-34.55627,-58.559647,0,1,0
1520,110000.0,60.0,2.0,1655.811715041314,1.0,-34.55627,-58.559647,0,1,0
1521,110000.0,60.0,2.0,1655.811715041314,1.0,-34.55627,-58.559647,0,1,0
1522,110000.0,60.0,2.0,1655.811715041314,1.0,-34.55627,-58.559647,0,1,0
1523,110000.0,60.0,2.0,1655.811715041314,1.0,-34.55627,-58.559647,0,1,0
1524,110000.0,60.0,2.0,1655.811715041314,1.0,-34.55627,-58.559647,0,1,0
1525,110000.0,60.0,2.0,1655.811715041314,1.0,-34.55627,-58.559647,0,1,0
1526,110000.0,60.0,2.0,1655.811715041314,1.0,-34.55627,-58.559647,0,1,0
1527,110000.0,60.0,2.0,1655.811715041314,1.0,-34.55627,-58.559647,0,1,0
1528,110000.0,60.0,2.0,1655.811715041314,1.0,-34.55627,-58.559647,0,1,0
1529,61000.0,42.0,1.0,1655.811715041314,1.0,-34.556423,-58.562286,0,1,0
1530,74000.0,51.0,1.0,1655.811715041314,1.0,-34.551758,-58.557186,0,1,0
1531,64000.0,35.0,1.0,1655.811715041314,1.0,-34.55585,-58.56208,0,1,0
1532,74000.0,55.0,1.0,1655.811715041314,1.0,-34.55247,-58.556625,0,1,0
1533,108000.0,100.0,2.0,1655.811715041314,1.0,-34.54959,-58.57522,1,0,0
1534,335000.0,230.0,4.0,1655.811715041314,3.0,-34.54982,-58.56075,1,0,0
1535,175000.0,70.0,2.0,1655.811715041314,2.0,-34.55058,-58.55906,0,1,0
1536,144000.0,248.0,4.0,1655.811715041314,2.0,-34.55512,-58.56264,1,0,0
1537,165000.0,200.0,3.0,1655.811715041314,2.0,-34.55814,-58.5649,0,0,1
1538,80000.0,54.0,1.0,1655.811715041314,1.0,-34.5561,-58.56252,0,1,0
1539,88000.0,45.0,1.0,1655.811715041314,1.0,-34.5536,-58.5564,0,1,0
1540,75000.0,35.0,0.0,1655.811715041314,1.0,-34.553844,-58.55984,0,1,0
1541,130000.0,120.0,2.0,1655.811715041314,1.0,-34.55224,-58.56648,1,0,0
1542,93000.0,46.0,1.0,1655.811715041314,1.0,-34.55296,-58.55984,0,1,0
1543,140000.0,78.0,2.0,1655.811715041314,1.0,-34.549236,-58.55882,0,1,0
1544,175000.0,78.0,2.0,1655.811715041314,2.0,-34.550575,-58.559055,0,1,0
1545,60000.0,32.0,0.0,1655.811715041314,1.0,-34.557114,-58.5611,0,1,0
1546,120000.0,80.0,2.0,1655.811715041314,2.0,-34.54901,-58.56098,1,0,0
1547,120000.0,80.0,2.0,1655.811715041314,2.0,-34.54901,-58.56098,1,0,0
1548,49000.0,37.0,1.0,1655.811715041314,1.0,-34.550945,-58.56197,0,1,0
1549,155000.0,80.0,3.0,1655.811715041314,2.0,-34.55261,-58.56215,0,0,1
1550,100000.0,57.0,2.0,1655.811715041314,1.0,-34.55479,-58.560677,0,1,0
1551,105000.0,55.0,2.0,1655.811715041314,1.0,-34.55118,-58.558956,0,1,0
1552,320000.0,300.0,4.0,1655.811715041314,3.0,-34.551517,-58.558968,1,0,0
1553,90000.0,49.0,1.0,1655.811715041314,1.0,-34.552334,-58.55605,0,1,0
1554,160000.0,152.0,4.0,1655.811715041314,1.0,-34.55243,-58.57647,1,0,0
1555,59000.0,35.0,0.0,1655.811715041314,1.0,-34.557175,-58.560883,0,1,0
1556,85000.0,45.0,1.0,1655.811715041314,1.0,-34.556347,-58.562386,0,1,0
1557,57000.0,35.0,0.0,1655.811715041314,1.0,-34.557175,-58.560883,0,1,0
1558,58000.0,37.0,0.0,1655.811715041314,1.0,-34.557926,-58.562515,0,1,0
1559,55000.0,35.0,0.0,1655.811715041314,1.0,-34.557926,-58.562515,0,1,0
1560,72000.0,35.0,0.0,1655.811715041314,1.0,-34.552822,-58.55998,0,1,0
1561,55000.0,35.0,0.0,1655.811715041314,1.0,-34.557926,-58.562515,0,1,0
1562,83000.0,45.0,1.0,1655.811715041314,1.0,-34.556347,-58.562386,0,1,0
1563,58000.0,34.0,1.0,1655.811715041314,1.0,-34.550026,-58.56552,0,1,0
1564,88000.0,38.0,1.0,1655.811715041314,1.0,-34.55295,-58.55659,0,1,0
1565,75000.0,70.0,2.0,1655.811715041314,1.0,-34.55115,-58.568863,1,0,0
1566,95000.0,80.0,2.0,1655.811715041314,1.0,-34.556854,-58.564686,0,0,1
1567,98000.0,65.0,2.0,1655.811715041314,2.0,-34.55182,-58.564728,1,0,0
1568,160000.0,226.0,4.0,1655.811715041314,2.0,-34.55396,-58.567215,1,0,0
1569,125000.0,56.0,1.0,1655.811715041314,1.0,-34.553005,-58.559734,0,1,0
1570,95000.0,58.0,2.0,1655.811715041314,1.0,-34.552055,-58.556816,0,1,0
1571,61000.0,42.0,1.0,1655.811715041314,1.0,-34.556423,-58.562286,0,1,0
1572,220000.0,89.0,3.0,1655.811715041314,2.0,-34.553696,-58.56006,0,1,0
1573,150000.0,110.0,2.0,1655.811715041314,2.0,-34.54924,-58.55882,1,0,0
1574,157000.0,124.0,4.0,1655.811715041314,2.0,-34.55126,-58.57508,1,0,0
1575,78000.0,46.0,1.0,1655.811715041314,1.0,-34.55296,-58.55984,0,1,0
1576,55000.0,34.0,1.0,1655.811715041314,1.0,-34.54993,-58.565315,0,1,0
1577,196000.0,140.0,3.0,1655.811715041314,2.0,-34.55019,-58.567703,1,0,0
1578,380000.0,250.0,4.0,1655.811715041314,2.0,-34.54984,-58.560863,1,0,0
1579,85000.0,60.0,2.0,1655.811715041314,1.0,-34.548115,-58.563652,0,0,1
1580,44999.0,73.0,3.0,1655.811715041314,1.0,-34.555576,-58.569637,0,0,1
1581,75000.0,43.0,1.0,1655.811715041314,1.0,-34.54924,-58.55882,0,1,0
1582,98000.0,43.0,1.0,1655.811715041314,1.0,-34.552753,-58.55791,0,1,0
1583,65000.0,40.0,1.0,1655.811715041314,1.0,-34.557926,-58.562515,0,1,0
1584,75000.0,80.0,2.0,1655.811715041314,1.0,-34.55123,-58.56911,0,0,1
1585,148000.0,125.0,2.0,1655.811715041314,2.0,-34.55327,-58.57245,1,0,0
1586,115000.0,75.0,2.0,1655.811715041314,1.0,-34.549236,-58.55882,0,1,0
1587,150000.0,57.0,2.0,1655.811715041314,1.0,-34.549236,-58.55882,0,1,0
1588,35000.0,20.0,0.0,1655.811715041314,1.0,-34.550026,-58.56552,0,1,0
1589,60000.0,55.0,1.0,1655.811715041314,1.0,-34.550034,-58.57745,0,0,1
1590,63000.0,40.0,1.0,1655.811715041314,1.0,-34.556347,-58.562386,0,1,0
1591,95000.0,50.0,1.0,1655.811715041314,1.0,-34.554665,-58.56077,0,1,0
1592,115000.0,60.0,2.0,1655.811715041314,1.0,-34.55656,-58.56288,0,0,1
1593,150000.0,156.0,4.0,1655.811715041314,2.0,-34.55477,-58.56579,1,0,0
1594,65000.0,42.0,1.0,1655.811715041314,1.0,-34.55656,-58.56288,0,0,1
1595,107000.0,80.0,1.0,1655.811715041314,1.0,-34.55775,-58.56593,1,0,0
1596,110000.0,120.0,2.0,1655.811715041314,2.0,-34.55283,-58.56744,1,0,0
1597,127000.0,70.0,2.0,1655.811715041314,1.0,-34.55421,-58.557217,0,1,0
1598,205000.0,230.0,3.0,1655.811715041314,3.0,-34.55422,-58.562008,1,0,0
1599,55000.0,60.0,1.0,1655.811715041314,1.0,-34.55334,-58.56795,0,0,1
1600,75000.0,45.0,1.0,1655.811715041314,1.0,-34.55647,-58.56273,0,1,0
1601,67000.0,35.0,0.0,1655.811715041314,1.0,-34.552837,-58.55905,0,1,0
1602,260000.0,290.0,4.0,1655.811715041314,4.0,-34.553165,-58.561184,1,0,0
1603,120000.0,100.0,2.0,1655.811715041314,1.0,-34.5557,-58.563454,1,0,0
1604,62000.0,30.0,1.0,1655.811715041314,1.0,-34.551308,-58.557724,0,1,0
1605,160000.0,80.0,2.0,1655.811715041314,1.0,-34.55421,-58.558105,0,1,0
1606,165000.0,150.0,2.0,1655.811715041314,1.0,-34.560062,-58.564007,1,0,0
1607,70000.0,55.0,1.0,1655.811715041314,1.0,-34.55343,-58.570824,1,0,0
1608,62000.0,30.0,0.0,1655.811715041314,1.0,-34.551308,-58.557724,0,1,0
1609,43000.0,40.0,1.0,1655.811715041314,1.0,-34.558388,-58.569405,0,1,0
1610,220000.0,221.0,4.0,1655.811715041314,2.0,-34.556847,-58.56582,1,0,0
1611,185000.0,180.0,4.0,1655.811715041314,2.0,-34.550648,-58.56003,1,0,0
1612,115000.0,50.0,1.0,1655.811715041314,1.0,-34.553864,-58.55891,0,1,0
1613,185000.0,190.0,4.0,1655.811715041314,3.0,-34.55938,-58.564903,1,0,0
1614,80000.0,70.0,2.0,1655.811715041314,1.0,-34.55291,-58.568253,1,0,0
1615,88000.0,45.0,1.0,1655.811715041314,1.0,-34.556324,-58.56292,0,1,0
1616,115000.0,54.0,2.0,1655.811715041314,1.0,-34.551388,-58.56086,0,1,0
1617,145000.0,55.0,2.0,1655.811715041314,1.0,-34.552288,-58.56007,0,1,0
1618,110000.0,46.0,1.0,1655.811715041314,1.0,-34.549236,-58.55882,0,1,0
1619,160000.0,100.0,3.0,1655.811715041314,1.0,-34.549236,-58.55882,1,0,0
1620,59000.0,28.0,0.0,1655.811715041314,1.0,-34.549236,-58.55882,0,1,0
1621,90000.0,38.0,1.0,1655.811715041314,1.0,-34.55242,-58.55663,0,1,0
1622,220000.0,180.0,3.0,1655.811715041314,2.0,-34.551674,-58.560467,1,0,0
1623,140000.0,98.0,4.0,1655.811715041314,2.0,-34.55371,-58.56715,0,0,1
1624,155000.0,87.0,3.0,1655.811715041314,2.0,-34.55029,-58.56663,0,0,1
1625,165000.0,115.0,2.0,1655.811715041314,2.0,-34.556213,-58.563602,1,0,0
1626,340000.0,204.0,3.0,1655.811715041314,3.0,-34.554424,-58.561775,1,0,0
1627,325000.0,260.0,3.0,1655.811715041314,2.0,-34.55078,-58.562717,1,0,0
1628,93500.0,55.0,1.0,1655.811715041314,1.0,-34.552853,-58.559,0,1,0
1629,74000.0,48.0,1.0,1655.811715041314,1.0,-34.551792,-58.55733,0,1,0
1630,165000.0,115.0,2.0,1655.811715041314,2.0,-34.556053,-58.563747,0,0,1
1631,92000.0,65.0,2.0,1655.811715041314,2.0,-34.54994,-58.566555,1,0,0
1632,135000.0,58.0,2.0,1655.811715041314,1.0,-34.5546,-58.557827,0,1,0
1633,98000.0,60.0,2.0,1655.811715041314,2.0,-34.55641,-58.56362,0,1,0
1634,135000.0,58.0,2.0,1655.811715041314,1.0,-34.553963,-58.558598,0,1,0
1635,210000.0,115.0,3.0,1655.811715041314,2.0,-34.550964,-58.560238,0,0,1
1636,117000.0,64.0,1.0,1655.811715041314,1.0,-34.549236,-58.55882,0,1,0
1637,90000.0,66.0,1.0,1655.811715041314,1.0,-34.552334,-58.556133,0,1,0
1638,400000.0,350.0,2.0,1655.811715041314,2.0,-34.551723,-58.574364,0,0,1
1639,70000.0,45.0,2.0,1655.811715041314,1.0,-34.55594,-58.56344,0,1,0
1640,102000.0,38.0,1.0,1655.811715041314,1.0,-34.5536,-58.5564,0,1,0
1641,590000.0,250.0,5.0,1655.811715041314,4.0,-34.552856,-58.560062,1,0,0
1642,55000.0,30.0,1.0,1655.811715041314,1.0,-34.55782,-58.56437,0,0,1
1643,75000.0,33.0,1.0,1655.811715041314,1.0,-34.55713,-58.56306,0,0,1
1644,105000.0,200.0,3.0,1655.811715041314,1.0,-34.55526,-58.56991,1,0,0
1645,148000.0,200.0,2.0,1655.811715041314,1.0,-34.55624,-58.56589,1,0,0
1646,85000.0,140.0,2.0,1655.811715041314,1.0,-34.55617,-58.57086,1,0,0
1647,105000.0,53.0,2.0,1655.811715041314,1.0,-34.55656,-58.56288,0,0,1
1648,82000.0,65.0,2.0,1655.811715041314,1.0,-34.54913,-58.57772,0,0,1
1649,125000.0,50.0,0.0,1655.811715041314,1.0,-34.5526,-58.560253,0,1,0
1650,125000.0,50.0,1.0,1655.811715041314,1.0,-34.55256,-58.560307,0,1,0
1651,125000.0,47.0,1.0,1655.811715041314,1.0,-34.55257,-58.560276,0,1,0
1652,160000.0,100.0,2.0,1655.811715041314,2.0,-34.550674,-58.56188,1,0,0
1653,59000.0,50.0,1.0,1655.811715041314,1.0,-34.5535,-58.57082,0,0,1
1654,85000.0,60.0,2.0,1655.811715041314,1.0,-34.5556,-58.563126,0,1,0
1655,85000.0,60.0,2.0,1655.811715041314,1.0,-34.5556,-58.563126,0,1,0
1656,85000.0,60.0,2.0,1655.811715041314,1.0,-34.5556,-58.563126,0,1,0
1657,80000.0,60.0,2.0,1655.811715041314,1.0,-34.5556,-58.563126,0,1,0
1658,75000.0,45.0,1.0,1655.811715041314,1.0,-34.556465,-58.562855,0,1,0
1659,67000.0,65.0,2.0,1655.811715041314,1.0,-34.553192,-58.557636,0,0,1
1660,95000.0,100.0,3.0,1655.811715041314,1.0,-34.56051,-58.56581,0,0,1
1661,280000.0,120.0,3.0,1655.811715041314,2.0,-34.550575,-58.559055,0,1,0
1662,260000.0,120.0,3.0,1655.811715041314,2.0,-34.551064,-58.55843,0,1,0
1663,65000.0,30.0,1.0,1655.811715041314,1.0,-34.554386,-58.57383,0,0,1
1664,230000.0,110.0,3.0,1655.811715041314,2.0,-34.551964,-58.56071,1,0,0
1665,220000.0,210.0,4.0,1655.811715041314,2.0,-34.55569,-58.56456,1,0,0
1666,75000.0,50.0,1.0,1655.811715041314,1.0,-34.55351,-58.556454,0,1,0
1667,170000.0,70.0,2.0,1655.811715041314,2.0,-34.549236,-58.55882,0,1,0
1668,120000.0,110.0,2.0,1655.811715041314,2.0,-34.55261,-58.57471,1,0,0
1669,195000.0,415.0,5.0,1655.811715041314,4.0,-34.56088,-58.56395,1,0,0
1670,55000.0,80.0,2.0,1655.811715041314,1.0,-34.55688,-58.57095,0,0,1
1671,95000.0,60.0,2.0,1655.811715041314,1.0,-34.549236,-58.55882,0,1,0
1672,80000.0,103.0,3.0,1655.811715041314,1.0,-34.55695,-58.56593,1,0,0
1673,155000.0,120.0,2.0,1655.811715041314,1.0,-34.55754,-58.562435,1,0,0
1674,140000.0,98.0,2.0,1655.811715041314,1.0,-34.558266,-58.562557,1,0,0
1675,80000.0,90.0,2.0,1655.811715041314,1.0,-34.556038,-58.571915,0,0,1
1676,130000.0,60.0,1.0,1655.811715041314,2.0,-34.552746,-58.558712,0,1,0
1677,95000.0,55.0,1.0,1655.811715041314,1.0,-34.550064,-58.559715,0,1,0
1678,90000.0,47.0,1.0,1655.811715041314,1.0,-34.551994,-58.5613,0,1,0
1679,90000.0,47.0,1.0,1655.811715041314,1.0,-34.551994,-58.5613,0,1,0
1680,55000.0,35.0,0.0,1655.811715041314,1.0,-34.55673,-58.56437,0,1,0
1681,55000.0,35.0,0.0,1655.811715041314,1.0,-34.55664,-58.564518,0,1,0
1682,65000.0,76.0,3.0,1655.811715041314,1.0,-34.55394,-58.567543,0,0,1
1683,160000.0,67.0,2.0,1655.811715041314,2.0,-34.552822,-58.559,0,1,0
1684,55000.0,35.0,0.0,1655.811715041314,1.0,-34.55673,-58.56437,0,1,0
1685,95000.0,80.0,2.0,1655.811715041314,2.0,-34.55714,-58.56256,0,0,1
1686,180000.0,154.0,4.0,1655.811715041314,2.0,-34.551216,-58.575108,1,0,0
1687,70000.0,35.0,0.0,1655.811715041314,1.0,-34.55284,-58.559048,0,1,0
1688,185000.0,121.0,3.0,1655.811715041314,2.0,-34.554443,-58.56074,1,0,0
1689,150000.0,104.0,2.0,1655.811715041314,1.0,-34.55495,-58.563103,1,0,0
1690,155000.0,90.0,2.0,1655.811715041314,1.0,-34.549236,-58.55882,1,0,0
1691,110000.0,60.0,2.0,1655.811715041314,2.0,-34.55627,-58.559647,0,1,0
1692,110000.0,60.0,2.0,1655.811715041314,2.0,-34.55627,-58.559647,0,1,0
1693,148000.0,60.0,2.0,1655.811715041314,1.0,-34.549236,-58.55882,0,1,0
1694,105000.0,88.0,2.0,1655.811715041314,1.0,-34.558144,-58.5649,0,0,1
1695,75000.0,35.0,1.0,1655.811715041314,1.0,-34.551872,-58.563343,0,1,0
1696,45000.0,44.0,1.0,1655.811715041314,1.0,-34.555977,-58.56339,0,1,0
1697,185000.0,110.0,2.0,1655.811715041314,1.0,-34.55143,-58.565563,1,0,0
1698,105000.0,115.0,2.0,1655.811715041314,1.0,-34.55204,-58.567482,1,0,0
1699,105000.0,115.0,2.0,1655.811715041314,1.0,-34.55204,-58.567482,1,0,0
1700,88000.0,43.0,1.0,1655.811715041314,1.0,-34.549255,-58.560326,0,1,0
1701,75000.0,42.0,1.0,1655.811715041314,1.0,-34.5536,-58.557087,0,1,0
1702,80000.0,61.0,2.0,1655.811715041314,1.0,-34.551273,-58.55615,0,1,0
1703,230000.0,136.0,4.0,1655.811715041314,2.0,-34.549236,-58.55882,1,0,0
1704,77000.0,42.0,1.0,1655.811715041314,1.0,-34.553604,-58.55643,0,1,0
1705,65000.0,60.0,1.0,1655.811715041314,1.0,-34.549236,-58.55882,0,0,1
1706,255000.0,90.0,3.0,1655.811715041314,3.0,-34.55086,-58.55887,0,1,0
1707,89000.0,70.0,2.0,1655.811715041314,1.0,-34.552326,-58.55488,0,1,0
1708,125000.0,50.0,1.0,1655.811715041314,1.0,-34.554623,-58.559063,0,1,0
1709,158000.0,115.0,3.0,1655.811715041314,2.0,-34.555534,-58.566715,1,0,0
1710,70000.0,35.0,1.0,1655.811715041314,1.0,-34.55247,-58.556625,0,1,0
1711,90000.0,45.0,1.0,1655.811715041314,1.0,-34.553127,-58.556263,0,1,0
1712,120000.0,77.0,2.0,1655.811715041314,1.0,-34.55138,-58.555946,0,1,0
1713,79000.0,120.0,2.0,1655.811715041314,1.0,-34.55921,-58.565235,1,0,0
1714,79000.0,38.0,0.0,1655.811715041314,1.0,-34.553837,-58.559807,0,1,0
1715,84500.0,61.0,2.0,1655.811715041314,1.0,-34.54775,-58.563103,0,0,1
1716,148000.0,132.0,2.0,1655.811715041314,1.0,-34.55611,-58.56586,1,0,0
1717,120000.0,236.0,2.0,1655.811715041314,1.0,-34.557682,-58.563553,1,0,0
1718,106000.0,52.0,2.0,1655.811715041314,1.0,-34.55237,-58.560005,0,1,0
1719,145000.0,105.0,3.0,1655.811715041314,1.0,-34.556202,-58.563793,1,0,0
1720,98000.0,50.0,1.0,1655.811715041314,1.0,-34.55479,-58.560677,0,1,0
1721,129500.0,167.0,3.0,1655.811715041314,2.0,-34.55873,-58.563885,1,0,0
1722,90000.0,84.0,3.0,1655.811715041314,2.0,-34.549362,-58.575172,1,0,0
1723,120000.0,57.0,2.0,1655.811715041314,1.0,-34.54901,-58.56088,0,0,1
1724,87500.0,122.0,3.0,1655.811715041314,1.0,-34.553596,-58.569786,1,0,0
1725,180000.0,197.0,2.0,1655.811715041314,1.0,-34.55614,-58.565105,1,0,0
1726,180000.0,207.0,3.0,1655.811715041314,2.0,-34.55072,-58.57747,1,0,0
1727,45000.0,38.0,1.0,1655.811715041314,1.0,-34.55599,-58.564445,0,1,0
