,price_USD,type,covered_surface_m2,bedrooms,price/m2,bathrooms,latitude,longitude
627,600000.0,casa,405.0,3.0,1705.2823647033654,2.0,-34.54036,-58.56176
628,138000.0,ph,95.0,2.0,1705.2823647033654,1.0,-34.54159,-58.55698
629,110000.0,casa,100.0,2.0,1705.2823647033654,1.0,-34.53413,-58.55688
630,238000.0,casa,146.0,2.0,1705.2823647033654,1.0,-34.53296,-58.555218
631,95000.0,ph,46.0,1.0,1705.2823647033654,1.0,-34.544,-58.545074
632,82000.0,casa,90.0,2.0,1705.2823647033654,1.0,-34.540462,-58.543266
633,115000.0,casa,120.0,2.0,1705.2823647033654,1.0,-34.544254,-58.539852
634,70000.0,departamento,50.0,2.0,1705.2823647033654,1.0,-34.546013,-58.546467
635,250000.0,casa,150.0,3.0,1705.2823647033654,3.0,-34.545715,-58.54652
636,130000.0,casa,80.0,2.0,1705.2823647033654,1.0,-34.538105,-58.561016
637,86000.0,departamento,33.0,1.0,1705.2823647033654,1.0,-34.540928,-58.54556
638,60000.0,casa,31.0,1.0,1705.2823647033654,1.0,-34.535015,-58.559784
639,135000.0,ph,90.0,2.0,1705.2823647033654,1.0,-34.539745,-58.544846
640,205000.0,casa,60.0,1.0,1705.2823647033654,1.0,-34.543053,-58.562023
641,190000.0,ph,90.0,2.0,1705.2823647033654,2.0,-34.544064,-58.560833
642,159000.0,departamento,59.0,2.0,1705.2823647033654,1.0,-34.54506,-58.548775
643,75000.0,ph,60.0,2.0,1705.2823647033654,1.0,-34.53896,-58.55189
644,135000.0,casa,100.0,3.0,1705.2823647033654,1.0,-34.53134,-58.552593
645,135000.0,casa,160.0,3.0,1705.2823647033654,2.0,-34.542793,-58.54441
646,45000.0,departamento,42.0,1.0,1705.2823647033654,1.0,-34.54141,-58.558975
647,78000.0,departamento,50.0,2.0,1705.2823647033654,1.0,-34.541225,-58.550514
648,175000.0,casa,110.0,3.0,1705.2823647033654,1.0,-34.536762,-58.553337
649,148000.0,ph,70.0,2.0,1705.2823647033654,1.0,-34.540066,-58.54507
650,90000.0,ph,32.0,1.0,1705.2823647033654,1.0,-34.538612,-58.54715
651,110000.0,departamento,37.0,1.0,1705.2823647033654,1.0,-34.545246,-58.547108
652,310000.0,casa,175.0,3.0,1705.2823647033654,2.0,-34.54584,-58.562157
653,67000.0,departamento,28.0,0.0,1705.2823647033654,1.0,-34.544964,-58.548756
654,65000.0,ph,60.0,2.0,1705.2823647033654,1.0,-34.53564,-58.55183
655,125000.0,departamento,46.0,1.0,1705.2823647033654,1.0,-34.545353,-58.548985
656,135000.0,ph,60.0,2.0,1705.2823647033654,2.0,-34.547523,-58.54743
657,210000.0,casa,137.0,4.0,1705.2823647033654,3.0,-34.547523,-58.54743
658,178000.0,ph,94.0,2.0,1705.2823647033654,1.0,-34.53859,-58.564316
659,48000.0,departamento,28.0,0.0,1705.2823647033654,1.0,-34.539906,-58.565975
660,130000.0,departamento,70.0,2.0,1705.2823647033654,1.0,-34.54452,-58.539787
661,150000.0,casa,230.0,3.0,1705.2823647033654,2.0,-34.537605,-58.551178
662,185000.0,departamento,90.0,2.0,1705.2823647033654,1.0,-34.539703,-58.54681
663,110000.0,casa,219.0,3.0,1705.2823647033654,1.0,-34.54063,-58.546104
664,175000.0,casa,130.0,3.0,1705.2823647033654,2.0,-34.536606,-58.553413
665,70000.0,departamento,40.0,2.0,1705.2823647033654,1.0,-34.546055,-58.546425
666,80000.0,departamento,32.0,1.0,1705.2823647033654,1.0,-34.541183,-58.554214
667,350000.0,casa,545.0,4.0,1705.2823647033654,1.0,-34.535103,-58.5557
668,85000.0,departamento,80.0,2.0,1705.2823647033654,2.0,-34.547672,-58.54587
669,95000.0,departamento,60.0,2.0,1705.2823647033654,1.0,-34.537796,-58.547817
670,159000.0,casa,205.0,4.0,1705.2823647033654,3.0,-34.540924,-58.550797
671,170000.0,casa,142.0,2.0,1705.2823647033654,2.0,-34.53839,-58.564526
672,140000.0,casa,155.0,2.0,1705.2823647033654,1.0,-34.540688,-58.550175
673,120000.0,ph,82.0,3.0,1705.2823647033654,1.0,-34.53496,-58.555363
674,150000.0,casa,170.0,2.0,1705.2823647033654,1.0,-34.53661,-58.563877
675,255000.0,casa,198.0,3.0,1705.2823647033654,2.0,-34.541866,-58.563816
676,295000.0,casa,192.0,2.0,1705.2823647033654,2.0,-34.54117,-58.555412
677,290000.0,casa,197.0,3.0,1705.2823647033654,3.0,-34.54386,-58.559666
678,310000.0,casa,235.0,4.0,1705.2823647033654,3.0,-34.53914,-58.559063
679,498000.0,casa,471.0,5.0,1705.2823647033654,1.0,-34.54105,-58.56398
680,89900.0,departamento,45.0,1.0,1705.2823647033654,1.0,-34.544327,-58.541374
681,90000.0,ph,60.0,2.0,1705.2823647033654,1.0,-34.54641,-58.545155
682,54999.0,departamento,44.0,2.0,1705.2823647033654,1.0,-34.543175,-58.54663
683,110000.0,ph,80.0,3.0,1705.2823647033654,2.0,-34.538467,-58.557632
684,100000.0,ph,70.0,3.0,1705.2823647033654,1.0,-34.538467,-58.557632
685,150000.0,departamento,50.0,1.0,1705.2823647033654,1.0,-34.535015,-58.559784
686,70000.0,departamento,40.0,1.0,1705.2823647033654,1.0,-34.54422,-58.54759
687,70000.0,departamento,40.0,1.0,1705.2823647033654,1.0,-34.54422,-58.54759
688,100000.0,departamento,55.0,2.0,1705.2823647033654,1.0,-34.54422,-58.54759
689,300000.0,casa,180.0,3.0,1705.2823647033654,2.0,-34.539547,-58.56643
690,120000.0,departamento,52.0,1.0,1705.2823647033654,1.0,-34.546043,-58.549423
691,172000.0,casa,108.0,3.0,1705.2823647033654,2.0,-34.5446,-58.550915
692,98000.0,departamento,63.0,2.0,1705.2823647033654,1.0,-34.53983,-58.557465
693,145000.0,ph,65.0,2.0,1705.2823647033654,1.0,-34.54671,-58.548615
694,210000.0,ph,126.0,2.0,1705.2823647033654,1.0,-34.540874,-58.563282
695,110000.0,departamento,58.0,2.0,1705.2823647033654,1.0,-34.54594,-58.54951
696,76500.0,departamento,50.0,1.0,1705.2823647033654,1.0,-34.53624,-58.56075
697,75000.0,departamento,42.0,1.0,1705.2823647033654,1.0,-34.542675,-58.548313
698,320000.0,casa,165.0,4.0,1705.2823647033654,4.0,-34.544434,-58.560513
699,58000.0,ph,85.0,2.0,1705.2823647033654,1.0,-34.545204,-58.544014
700,65000.0,departamento,45.0,1.0,1705.2823647033654,1.0,-34.544327,-58.541374
701,138000.0,departamento,62.0,2.0,1720.9271672498976,2.0,-34.554623,-58.559063
702,80000.0,departamento,43.0,1.0,1720.9271672498976,1.0,-34.552795,-58.557938
703,62000.0,departamento,48.0,1.0,1720.9271672498976,1.0,-34.55643,-58.56246
704,65000.0,departamento,31.0,1.0,1720.9271672498976,1.0,-34.555153,-58.56271
705,239000.0,casa,207.0,3.0,1720.9271672498976,3.0,-34.549236,-58.55882
706,189000.0,casa,115.0,3.0,1720.9271672498976,2.0,-34.548363,-58.56177
707,190000.0,casa,146.0,3.0,1720.9271672498976,2.0,-34.555878,-58.559273
708,130000.0,casa,84.0,0.0,1720.9271672498976,1.0,-34.55838,-58.566875
709,130000.0,casa,135.0,3.0,1720.9271672498976,1.0,-34.54896,-58.56568
710,165000.0,casa,141.0,3.0,1720.9271672498976,2.0,-34.555336,-58.55932
711,80000.0,departamento,60.0,2.0,1720.9271672498976,1.0,-34.5556,-58.563126
712,240000.0,departamento,120.0,3.0,1720.9271672498976,2.0,-34.55086,-58.55887
713,80000.0,casa,90.0,2.0,1720.9271672498976,1.0,-34.556953,-58.565933
714,80000.0,departamento,35.0,0.0,1720.9271672498976,1.0,-34.553844,-58.55984
715,122000.0,casa,65.0,2.0,1720.9271672498976,1.0,-34.55263,-58.5626
716,160000.0,ph,150.0,3.0,1720.9271672498976,2.0,-34.54967,-58.562107
717,95000.0,departamento,60.0,2.0,1720.9271672498976,1.0,-34.55286,-58.55612
718,85000.0,ph,90.0,3.0,1720.9271672498976,1.0,-34.55343,-58.566914
719,172000.0,casa,125.0,2.0,1720.9271672498976,1.0,-34.551437,-58.565495
720,210000.0,casa,226.0,3.0,1720.9271672498976,3.0,-34.55027,-58.55785
721,120000.0,casa,120.0,3.0,1720.9271672498976,1.0,-34.54988,-58.566425
722,115000.0,ph,69.0,2.0,1720.9271672498976,1.0,-34.54768,-58.5626
723,58000.0,departamento,38.0,1.0,1720.9271672498976,1.0,-34.55585,-58.56208
724,90000.0,departamento,45.0,1.0,1720.9271672498976,1.0,-34.5546,-58.557827
725,100000.0,ph,80.0,2.0,1720.9271672498976,2.0,-34.549236,-58.55882
726,45000.0,departamento,44.0,1.0,1720.9271672498976,1.0,-34.55598,-58.56339
727,98000.0,departamento,47.0,1.0,1720.9271672498976,1.0,-34.55284,-58.558956
728,70000.0,departamento,40.0,1.0,1720.9271672498976,1.0,-34.556465,-58.562855
729,105000.0,departamento,54.0,2.0,1720.9271672498976,1.0,-34.551865,-58.56051
730,60000.0,departamento,31.0,1.0,1720.9271672498976,1.0,-34.54969,-58.562084
731,71900.0,departamento,35.0,1.0,1720.9271672498976,1.0,-34.553455,-58.557842
732,249000.0,departamento,90.0,3.0,1720.9271672498976,3.0,-34.550575,-58.559055
733,120000.0,departamento,77.0,2.0,1720.9271672498976,1.0,-34.551353,-58.555916
734,58000.0,ph,58.0,1.0,1720.9271672498976,1.0,-34.553185,-58.559383
735,80000.0,casa,160.0,3.0,1720.9271672498976,2.0,-34.550797,-58.578564
736,180000.0,casa,210.0,3.0,1720.9271672498976,1.0,-34.55074,-58.57739
737,145000.0,departamento,55.0,2.0,1720.9271672498976,2.0,-34.550312,-58.557518
738,210000.0,casa,129.0,3.0,1720.9271672498976,4.0,-34.552094,-58.56175
739,225000.0,casa,148.0,3.0,1720.9271672498976,4.0,-34.55117,-58.55826
740,195000.0,casa,295.0,4.0,1720.9271672498976,3.0,-34.5605,-58.56581
741,95000.0,casa,117.0,2.0,1720.9271672498976,1.0,-34.550365,-58.56751
742,57000.0,casa,35.0,1.0,1720.9271672498976,1.0,-34.558064,-58.56468
743,160000.0,casa,151.0,3.0,1720.9271672498976,2.0,-34.55773,-58.56872
744,78000.0,ph,83.0,2.0,1720.9271672498976,1.0,-34.55377,-58.56229
745,135000.0,casa,82.0,2.0,1720.9271672498976,1.0,-34.56001,-58.565838
746,135000.0,casa,70.0,2.0,1720.9271672498976,1.0,-34.55546,-58.560123
747,97000.0,departamento,43.0,1.0,1720.9271672498976,1.0,-34.552795,-58.557938
748,196000.0,casa,115.0,2.0,1720.9271672498976,2.0,-34.548046,-58.56247
749,90000.0,departamento,48.0,1.0,1720.9271672498976,1.0,-34.552532,-58.55872
750,128000.0,departamento,61.0,2.0,1720.9271672498976,1.0,-34.549236,-58.55882
751,160000.0,ph,100.0,3.0,1720.9271672498976,1.0,-34.552628,-58.560604
752,230000.0,casa,180.0,3.0,1720.9271672498976,2.0,-34.55559,-58.561703
753,99000.0,ph,75.0,4.0,1720.9271672498976,2.0,-34.554653,-58.567627
754,110000.0,departamento,70.0,2.0,1720.9271672498976,2.0,-34.55615,-58.559647
755,69000.0,departamento,50.0,1.0,1720.9271672498976,1.0,-34.556347,-58.562386
756,75000.0,departamento,48.0,1.0,1720.9271672498976,1.0,-34.5533,-58.55963
757,85000.0,ph,92.0,3.0,1720.9271672498976,1.0,-34.549236,-58.55882
758,450000.0,departamento,205.0,4.0,1720.9271672498976,3.0,-34.550575,-58.559055
759,110000.0,departamento,61.0,2.0,1720.9271672498976,2.0,-34.55284,-58.558956
760,115000.0,ph,69.0,2.0,1720.9271672498976,1.0,-34.54779,-58.56234
761,130000.0,casa,105.0,3.0,1720.9271672498976,1.0,-34.55325,-58.565983
762,249000.0,casa,241.0,5.0,1720.9271672498976,4.0,-34.55266,-58.56236
763,129000.0,casa,90.0,2.0,1720.9271672498976,1.0,-34.552273,-58.572647
764,64000.0,departamento,42.0,1.0,1720.9271672498976,1.0,-34.556347,-58.562386
765,72000.0,departamento,31.0,0.0,1720.9271672498976,1.0,-34.556114,-58.559387
766,58000.0,departamento,38.0,1.0,1720.9271672498976,1.0,-34.555843,-58.562138
767,69000.0,departamento,45.0,1.0,1720.9271672498976,1.0,-34.549236,-58.55882
768,85000.0,departamento,59.0,2.0,1720.9271672498976,1.0,-34.55585,-58.56208
769,115000.0,casa,100.0,3.0,1720.9271672498976,2.0,-34.550663,-58.5743
770,38000.0,departamento,27.0,0.0,1720.9271672498976,1.0,-34.55173,-58.55727
771,90000.0,departamento,50.0,1.0,1720.9271672498976,1.0,-34.554665,-58.56077
772,65000.0,departamento,48.0,1.0,1720.9271672498976,1.0,-34.549236,-58.55882
773,290000.0,casa,231.0,3.0,1720.9271672498976,2.0,-34.550335,-58.558006
774,116600.0,departamento,52.0,1.0,1720.9271672498976,1.0,-34.54924,-58.55882
775,88000.0,ph,92.0,3.0,1720.9271672498976,1.0,-34.556755,-58.56002
776,150000.0,ph,167.0,3.0,1720.9271672498976,3.0,-34.55053,-58.56014
777,99000.0,ph,70.0,3.0,1720.9271672498976,2.0,-34.55261,-58.56215
778,128000.0,ph,70.0,2.0,1720.9271672498976,2.0,-34.55199,-58.563
779,90000.0,departamento,50.0,1.0,1720.9271672498976,1.0,-34.552654,-58.560196
780,105000.0,ph,88.0,3.0,1720.9271672498976,2.0,-34.55453,-58.56067
781,215000.0,casa,140.0,3.0,1720.9271672498976,2.0,-34.55414,-58.56528
782,85000.0,departamento,40.0,1.0,1720.9271672498976,1.0,-34.55401,-58.56043
783,125000.0,casa,135.0,2.0,1720.9271672498976,3.0,-34.558365,-58.566288
784,110000.0,casa,120.0,2.0,1720.9271672498976,1.0,-34.55168,-58.56678
785,240000.0,casa,110.0,2.0,1720.9271672498976,1.0,-34.55595,-58.559456
786,90000.0,departamento,60.0,2.0,1720.9271672498976,1.0,-34.554996,-58.562294
787,170000.0,casa,160.0,3.0,1720.9271672498976,2.0,-34.554012,-58.56764
788,90000.0,departamento,45.0,1.0,1720.9271672498976,1.0,-34.556423,-58.562286
789,44000.0,departamento,30.0,1.0,1720.9271672498976,1.0,-34.551052,-58.558067
790,210000.0,casa,250.0,4.0,1720.9271672498976,3.0,-34.550274,-58.55774
791,163000.0,casa,120.0,3.0,1720.9271672498976,2.0,-34.559498,-58.563976
792,221000.0,departamento,77.0,2.0,1720.9271672498976,2.0,-34.55446,-58.558273
793,240000.0,casa,300.0,4.0,1720.9271672498976,2.0,-34.55936,-58.563812
794,260000.0,casa,160.0,4.0,1720.9271672498976,2.0,-34.553528,-58.559334
795,50000.0,ph,45.0,1.0,1720.9271672498976,1.0,-34.56051,-58.56581
796,130000.0,casa,160.0,2.0,1720.9271672498976,1.0,-34.549534,-58.57571
797,69000.0,departamento,45.0,1.0,1720.9271672498976,1.0,-34.5533,-58.55963
798,142000.0,casa,125.0,2.0,1720.9271672498976,2.0,-34.549236,-58.55882
799,137000.0,departamento,64.0,2.0,1720.9271672498976,1.0,-34.551994,-58.5613
800,270000.0,departamento,120.0,3.0,1720.9271672498976,2.0,-34.55062,-58.558914
801,190000.0,casa,252.0,0.0,1720.9271672498976,1.0,-34.551117,-58.572803
802,155000.0,departamento,53.0,2.0,1720.9271672498976,1.0,-34.549236,-58.55882
803,190000.0,casa,200.0,2.0,1720.9271672498976,1.0,-34.55717,-58.565132
804,50000.0,departamento,35.0,1.0,1720.9271672498976,1.0,-34.554558,-58.562572
805,90000.0,departamento,55.0,1.0,1720.9271672498976,1.0,-34.555607,-58.56296
806,139000.0,ph,112.0,4.0,1720.9271672498976,2.0,-34.551346,-58.57479
807,77000.0,departamento,39.0,1.0,1720.9271672498976,1.0,-34.55263,-58.55659
808,55000.0,departamento,40.0,1.0,1720.9271672498976,1.0,-34.55749,-58.56076
809,100000.0,casa,49.0,2.0,1720.9271672498976,1.0,-34.548927,-58.56484
810,75000.0,casa,70.0,2.0,1720.9271672498976,1.0,-34.551216,-58.568947
811,70000.0,casa,30.0,2.0,1720.9271672498976,2.0,-34.55711,-58.564407
812,106000.0,departamento,51.0,1.0,1720.9271672498976,1.0,-34.55062,-58.558914
813,82000.0,ph,84.0,2.0,1720.9271672498976,1.0,-34.5605,-58.56581
814,100000.0,ph,120.0,3.0,1720.9271672498976,2.0,-34.550423,-58.57453
815,85000.0,casa,64.0,2.0,1720.9271672498976,1.0,-34.552273,-58.572647
816,115000.0,ph,87.0,3.0,1720.9271672498976,1.0,-34.55052,-58.5649
817,140000.0,casa,200.0,4.0,1720.9271672498976,2.0,-34.55431,-58.570183
818,79000.0,casa,125.0,2.0,1720.9271672498976,2.0,-34.55769,-58.56416
819,85000.0,ph,49.0,2.0,1720.9271672498976,1.0,-34.55319,-58.55952
820,90000.0,departamento,37.0,1.0,1720.9271672498976,1.0,-34.55244,-58.55616
821,75000.0,departamento,48.0,1.0,1720.9271672498976,1.0,-34.55256,-58.55873
822,450000.0,casa,290.0,5.0,1720.9271672498976,5.0,-34.55204,-58.55716
823,62000.0,ph,70.0,2.0,1720.9271672498976,1.0,-34.55291,-58.56825
824,165000.0,ph,139.0,4.0,1720.9271672498976,2.0,-34.549187,-58.56244
825,140000.0,ph,80.0,2.0,1720.9271672498976,1.0,-34.55251,-58.56243
826,65000.0,departamento,40.0,1.0,1720.9271672498976,1.0,-34.55798,-58.56256
827,45000.0,departamento,27.0,0.0,1720.9271672498976,1.0,-34.552513,-58.556435
828,318000.0,casa,230.0,4.0,1720.9271672498976,2.0,-34.549236,-58.55882
829,170000.0,casa,75.0,3.0,1720.9271672498976,2.0,-34.55264,-58.560658
830,590000.0,casa,400.0,8.0,1720.9271672498976,1.0,-34.55352,-58.55945
831,110000.0,departamento,50.0,1.0,1720.9271672498976,1.0,-34.55058,-58.55906
832,88000.0,casa,145.0,4.0,1720.9271672498976,2.0,-34.56051,-58.56581
833,110000.0,ph,99.0,3.0,1720.9271672498976,2.0,-34.550663,-58.5743
834,113000.0,departamento,73.0,2.0,1720.9271672498976,1.0,-34.54924,-58.55882
835,73000.0,departamento,54.0,1.0,1720.9271672498976,1.0,-34.556385,-58.562336
836,160000.0,departamento,86.0,2.0,1720.9271672498976,2.0,-34.550575,-58.559055
837,155000.0,casa,165.0,4.0,1720.9271672498976,2.0,-34.555447,-58.57138
838,350000.0,casa,290.0,5.0,1720.9271672498976,2.0,-34.54854,-58.56137
839,90000.0,casa,77.0,2.0,1720.9271672498976,1.0,-34.55059,-58.56097
840,250000.0,casa,230.0,3.0,1720.9271672498976,3.0,-34.54998,-58.55927
841,159000.0,ph,120.0,3.0,1720.9271672498976,1.0,-34.55541,-58.569256
842,69000.0,departamento,42.0,0.0,1720.9271672498976,1.0,-34.554665,-58.55929
843,140000.0,departamento,61.0,1.0,1720.9271672498976,1.0,-34.554962,-58.558662
844,160000.0,casa,165.0,4.0,1720.9271672498976,2.0,-34.55549,-58.571194
845,175000.0,departamento,86.0,2.0,1720.9271672498976,2.0,-34.55039,-58.559086
846,65000.0,departamento,45.0,1.0,1720.9271672498976,1.0,-34.55643,-58.56684
847,245000.0,casa,250.0,3.0,1720.9271672498976,3.0,-34.55573,-58.5611
848,100000.0,departamento,43.0,1.0,1720.9271672498976,1.0,-34.55258,-58.55854
849,85000.0,ph,63.0,2.0,1720.9271672498976,1.0,-34.550037,-58.566925
850,165000.0,ph,207.0,4.0,1720.9271672498976,2.0,-34.556835,-58.563374
851,175000.0,casa,217.0,2.0,1720.9271672498976,1.0,-34.556076,-58.569866
852,60000.0,departamento,35.0,0.0,1720.9271672498976,1.0,-34.557114,-58.5611
853,250000.0,casa,126.0,3.0,1720.9271672498976,1.0,-34.5516,-58.5602
854,55000.0,ph,75.0,2.0,1720.9271672498976,1.0,-34.55689,-58.57097
855,80000.0,ph,1.0,3.0,1720.9271672498976,2.0,-34.56051,-58.56581
856,68000.0,ph,45.0,1.0,1720.9271672498976,1.0,-34.55832,-58.56605
857,260000.0,casa,180.0,3.0,1720.9271672498976,2.0,-34.55419,-58.56121
858,170000.0,casa,132.0,2.0,1720.9271672498976,1.0,-34.55402,-58.558506
859,95000.0,departamento,48.0,1.0,1720.9271672498976,1.0,-34.55256,-58.55873
860,205000.0,departamento,100.0,3.0,1720.9271672498976,1.0,-34.55256,-58.55873
861,135000.0,casa,70.0,2.0,1720.9271672498976,2.0,-34.55562,-58.5599
862,115000.0,casa,75.0,2.0,1720.9271672498976,1.0,-34.552586,-58.562626
863,135000.0,departamento,90.0,3.0,1720.9271672498976,2.0,-34.55141,-58.555782
864,195000.0,departamento,86.0,2.0,1720.9271672498976,2.0,-34.55039,-58.559086
865,250000.0,casa,340.0,5.0,1720.9271672498976,5.0,-34.55948,-58.56663
866,80000.0,departamento,55.0,1.0,1720.9271672498976,1.0,-34.554394,-58.55979
867,100000.0,casa,150.0,2.0,1720.9271672498976,1.0,-34.55215,-58.56669
868,210000.0,departamento,86.0,3.0,1720.9271672498976,1.0,-34.55039,-58.559086
869,380000.0,casa,350.0,3.0,1720.9271672498976,3.0,-34.552174,-58.573948
870,78000.0,ph,120.0,2.0,1720.9271672498976,1.0,-34.55481,-58.57082
871,130000.0,casa,125.0,3.0,1720.9271672498976,2.0,-34.553932,-58.565342
872,90000.0,casa,140.0,5.0,1720.9271672498976,4.0,-34.55955,-58.56328
873,135000.0,casa,123.0,2.0,1720.9271672498976,1.0,-34.5489,-58.56009
874,128000.0,departamento,61.0,1.0,1720.9271672498976,1.0,-34.550575,-58.559055
875,65000.0,casa,65.0,2.0,1720.9271672498976,1.0,-34.55032,-58.56831
876,160000.0,departamento,70.0,2.0,1720.9271672498976,1.0,-34.554695,-58.559013
877,50000.0,departamento,35.0,1.0,1720.9271672498976,1.0,-34.55188,-58.55734
878,75000.0,departamento,45.0,1.0,1720.9271672498976,1.0,-34.556347,-58.562386
879,128000.0,casa,157.0,2.0,1720.9271672498976,1.0,-34.56078,-58.56461
880,67000.0,departamento,29.0,0.0,1720.9271672498976,1.0,-34.550144,-58.56534
881,90000.0,ph,95.0,2.0,1720.9271672498976,1.0,-34.55245,-58.55715
882,105000.0,casa,101.0,3.0,1720.9271672498976,1.0,-34.553394,-58.57003
883,101000.0,departamento,59.0,1.0,1720.9271672498976,2.0,-34.55585,-58.56208
884,105000.0,departamento,59.0,1.0,1720.9271672498976,1.0,-34.55585,-58.56208
885,95000.0,departamento,59.0,2.0,1720.9271672498976,2.0,-34.55585,-58.56208
886,95000.0,departamento,51.0,1.0,1720.9271672498976,1.0,-34.55465,-58.56075
887,100000.0,departamento,58.0,2.0,1720.9271672498976,1.0,-34.55465,-58.56075
888,35000.0,departamento,23.0,0.0,1720.9271672498976,1.0,-34.549957,-58.565598
889,55000.0,departamento,40.0,1.0,1720.9271672498976,1.0,-34.549957,-58.565598
890,58000.0,departamento,42.0,1.0,1720.9271672498976,1.0,-34.549957,-58.565598
891,140000.0,departamento,164.0,1.0,1720.9271672498976,1.0,-34.549934,-58.565575
892,60000.0,departamento,40.0,1.0,1720.9271672498976,1.0,-34.549934,-58.565575
893,54000.0,departamento,35.0,1.0,1720.9271672498976,1.0,-34.54999,-58.565556
894,93000.0,departamento,45.0,0.0,1720.9271672498976,1.0,-34.550575,-58.559055
895,48000.0,departamento,47.0,1.0,1720.9271672498976,1.0,-34.549236,-58.55882
896,105000.0,ph,116.0,3.0,1720.9271672498976,2.0,-34.55007,-58.56542
897,120000.0,ph,132.0,2.0,1720.9271672498976,1.0,-34.55007,-58.56542
898,50000.0,departamento,30.0,1.0,1720.9271672498976,1.0,-34.55163,-58.56295
899,74000.0,departamento,41.0,1.0,1720.9271672498976,1.0,-34.55372,-58.558887
900,65000.0,departamento,39.0,1.0,1720.9271672498976,1.0,-34.55682,-58.56176
901,140000.0,ph,100.0,3.0,1720.9271672498976,1.0,-34.55693,-58.56371
902,90000.0,ph,100.0,3.0,1720.9271672498976,2.0,-34.55716,-58.56495
903,90000.0,ph,80.0,2.0,1720.9271672498976,1.0,-34.55717,-58.56498
904,140000.0,casa,100.0,2.0,1720.9271672498976,1.0,-34.55389,-58.56222
905,99000.0,casa,150.0,2.0,1720.9271672498976,1.0,-34.55334,-58.56795
906,72000.0,departamento,38.0,0.0,1720.9271672498976,1.0,-34.553837,-58.559807
907,85000.0,departamento,32.0,0.0,1720.9271672498976,1.0,-34.550575,-58.559055
908,320000.0,casa,200.0,2.0,1720.9271672498976,1.0,-34.55074,-58.564037
909,110000.0,departamento,60.0,2.0,1720.9271672498976,1.0,-34.55627,-58.559647
910,110000.0,departamento,60.0,2.0,1720.9271672498976,1.0,-34.55627,-58.559647
911,110000.0,departamento,60.0,2.0,1720.9271672498976,1.0,-34.55627,-58.559647
912,110000.0,departamento,60.0,2.0,1720.9271672498976,1.0,-34.55627,-58.559647
913,110000.0,departamento,60.0,2.0,1720.9271672498976,1.0,-34.55627,-58.559647
914,110000.0,departamento,60.0,2.0,1720.9271672498976,1.0,-34.55627,-58.559647
915,110000.0,departamento,60.0,2.0,1720.9271672498976,1.0,-34.55627,-58.559647
916,110000.0,departamento,60.0,2.0,1720.9271672498976,1.0,-34.55627,-58.559647
917,110000.0,departamento,60.0,2.0,1720.9271672498976,1.0,-34.55627,-58.559647
918,110000.0,departamento,60.0,2.0,1720.9271672498976,1.0,-34.55627,-58.559647
919,61000.0,departamento,42.0,1.0,1720.9271672498976,1.0,-34.556423,-58.562286
920,74000.0,departamento,51.0,1.0,1720.9271672498976,1.0,-34.551758,-58.557186
921,64000.0,departamento,35.0,1.0,1720.9271672498976,1.0,-34.55585,-58.56208
922,74000.0,departamento,55.0,1.0,1720.9271672498976,1.0,-34.55247,-58.556625
923,108000.0,casa,100.0,2.0,1720.9271672498976,1.0,-34.54959,-58.57522
924,335000.0,casa,230.0,4.0,1720.9271672498976,3.0,-34.54982,-58.56075
925,175000.0,departamento,70.0,2.0,1720.9271672498976,2.0,-34.55058,-58.55906
926,144000.0,casa,248.0,4.0,1720.9271672498976,2.0,-34.55512,-58.56264
927,165000.0,ph,200.0,3.0,1720.9271672498976,2.0,-34.55814,-58.5649
928,80000.0,departamento,54.0,1.0,1720.9271672498976,1.0,-34.5561,-58.56252
929,88000.0,departamento,45.0,1.0,1720.9271672498976,1.0,-34.5536,-58.5564
930,75000.0,departamento,35.0,0.0,1720.9271672498976,1.0,-34.553844,-58.55984
931,130000.0,casa,120.0,2.0,1720.9271672498976,1.0,-34.55224,-58.56648
932,93000.0,departamento,46.0,1.0,1720.9271672498976,1.0,-34.55296,-58.55984
933,140000.0,departamento,78.0,2.0,1720.9271672498976,1.0,-34.549236,-58.55882
934,175000.0,departamento,78.0,2.0,1720.9271672498976,2.0,-34.550575,-58.559055
935,60000.0,departamento,32.0,0.0,1720.9271672498976,1.0,-34.557114,-58.5611
936,120000.0,casa,80.0,2.0,1720.9271672498976,2.0,-34.54901,-58.56098
937,120000.0,casa,80.0,2.0,1720.9271672498976,2.0,-34.54901,-58.56098
938,49000.0,departamento,37.0,1.0,1720.9271672498976,1.0,-34.550945,-58.56197
939,155000.0,ph,80.0,3.0,1720.9271672498976,2.0,-34.55261,-58.56215
940,100000.0,departamento,57.0,2.0,1720.9271672498976,1.0,-34.55479,-58.560677
941,105000.0,departamento,55.0,2.0,1720.9271672498976,1.0,-34.55118,-58.558956
942,320000.0,casa,300.0,4.0,1720.9271672498976,3.0,-34.551517,-58.558968
943,90000.0,departamento,49.0,1.0,1720.9271672498976,1.0,-34.552334,-58.55605
944,160000.0,casa,152.0,4.0,1720.9271672498976,1.0,-34.55243,-58.57647
945,59000.0,departamento,35.0,0.0,1720.9271672498976,1.0,-34.557175,-58.560883
946,85000.0,departamento,45.0,1.0,1720.9271672498976,1.0,-34.556347,-58.562386
947,57000.0,departamento,35.0,0.0,1720.9271672498976,1.0,-34.557175,-58.560883
